# Program:featureCounts v1.6.3; Command:"featureCounts" "-a" "../SDv2.2_Genes.gff" "-F" "GFF" "-t" "mRNA" "-g" "Parent" "-s" "1" "-o" "counts/3.5-4.txt" "starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	starmapping/3.5-4_S21Aligned.sortedByCoord.out.bam
TCAL_12441	Chromosome_11	12486012	12495224	-	9213	0
TCAL_07721	Chromosome_11	5438222	5441164	+	2943	190
TCAL_07722	Chromosome_11	5437165	5441164	-	4000	47
TCAL_07723	Chromosome_11	5433541	5436042	+	2502	6
TCAL_07724	Chromosome_11	5427271	5429973	-	2703	64
TCAL_07725	Chromosome_11	5424436	5426920	+	2485	451
TCAL_07726	Chromosome_11	5416602	5422392	-	5791	752
TCAL_07727	Chromosome_11	5404601	5415720	+	11120	238
TCAL_07728	Chromosome_11	5408133	5412402	-	4270	137
TCAL_08614	Chromosome_11	3369622	3370772	+	1151	0
TCAL_11058	Chromosome_11	756211	760776	+	4566	313
TCAL_11057	Chromosome_11	745080	754881	-	9802	244
TCAL_11059	Chromosome_11	780271	782848	-	2578	25
TCAL_10909	Chromosome_11	6314901	6320159	+	5259	53
TCAL_10904	Chromosome_11	6284948	6290620	+	5673	17
TCAL_10905	Chromosome_11	6297507	6302348	+	4842	1747
TCAL_10906	Chromosome_11	6301182	6302198	-	1017	221
TCAL_10907	Chromosome_11	6303295	6308539	-	5245	16
TCAL_10900	Chromosome_11	6217925	6233764	+	15840	210
TCAL_10901	Chromosome_11	6221271	6227965	-	6695	13
TCAL_10902	Chromosome_11	6250509	6255463	-	4955	0
TCAL_10903	Chromosome_11	6271227	6272484	+	1258	106
TCAL_09774	Chromosome_11	10869703	10898572	-	28870	89
TCAL_09777	Chromosome_11	10910274	10916194	-	5921	10
TCAL_09770	Chromosome_11	10853167	10858414	+	5248	4
TCAL_06464	Chromosome_11	9206457	9211060	+	4604	155
TCAL_06465	Chromosome_11	9203032	9204906	+	1875	58
TCAL_06467	Chromosome_11	9198772	9201222	+	2451	371
TCAL_06468	Chromosome_11	9195198	9197216	+	2019	788
TCAL_06469	Chromosome_11	9193939	9194646	-	708	91
TCAL_10908	Chromosome_11	6310798	6313354	+	2557	3228
TCAL_12972	Chromosome_11	2661862	2666587	-	4726	0
TCAL_12971	Chromosome_11	2674619	2678037	+	3419	167
TCAL_12970	Chromosome_11	2682190	2683416	-	1227	389
TCAL_11219	Chromosome_11	8286461	8290378	+	3918	180
TCAL_08620	Chromosome_11	3323096	3324091	+	996	4
TCAL_08621	Chromosome_11	3318426	3322731	+	4306	92
TCAL_08622	Chromosome_11	3315053	3317746	-	2694	66
TCAL_12745	Chromosome_11	6088772	6089068	-	297	0
TCAL_12740	Chromosome_11	15531173	15534272	-	3100	121
TCAL_12741	Chromosome_11	6123732	6150256	-	26525	44
TCAL_12742	Chromosome_11	6122201	6123577	+	1377	182
TCAL_06460	Chromosome_11	9222132	9222933	-	802	12037
TCAL_06461	Chromosome_11	9217826	9222131	+	4306	914
TCAL_06462	Chromosome_11	9211983	9212899	+	917	70
TCAL_06463	Chromosome_11	9209723	9210988	-	1266	199
TCAL_06466	Chromosome_11	9201311	9202144	-	834	99
TCAL_06449	Chromosome_11	9283270	9284607	-	1338	186
TCAL_06914	Chromosome_11	4127513	4130242	+	2730	13
TCAL_06915	Chromosome_11	4118348	4120572	-	2225	139
TCAL_06911	Chromosome_11	4161903	4164292	-	2390	5
TCAL_06912	Chromosome_11	4151525	4161073	+	9549	1
TCAL_06913	Chromosome_11	4130738	4134188	-	3451	333
TCAL_09490	Chromosome_11	14768953	14773980	-	5028	626
TCAL_09491	Chromosome_11	14764138	14768945	+	4808	447
TCAL_09492	Chromosome_11	14731096	14733560	-	2465	24
TCAL_13805	Chromosome_11	5957174	5960068	-	2895	637
TCAL_12179	Chromosome_11	9313050	9317109	-	4060	33
TCAL_12178	Chromosome_11	9306392	9312847	+	6456	11
TCAL_12177	Chromosome_11	5058997	5060441	-	1445	355
TCAL_12176	Chromosome_11	5070753	5129172	-	58420	802
TCAL_14009	Chromosome_11	13965429	13972264	+	6836	207
TCAL_11895	Chromosome_11	10697851	10700188	-	2338	512
TCAL_11894	Chromosome_11	10694610	10697795	+	3186	17
TCAL_11897	Chromosome_11	10712499	10714315	-	1817	4
TCAL_11896	Chromosome_11	10710143	10710685	+	543	0
TCAL_11891	Chromosome_11	10672009	10684194	-	12186	192
TCAL_11890	Chromosome_11	10667711	10674444	+	6734	43
TCAL_11893	Chromosome_11	10688673	10693311	-	4639	3420
TCAL_11892	Chromosome_11	10687342	10688672	+	1331	8
TCAL_11899	Chromosome_11	10715744	10716309	-	566	1
TCAL_04219	Chromosome_11	6719558	6722756	+	3199	196
TCAL_07857	Chromosome_11	15502790	15505271	-	2482	165
TCAL_07854	Chromosome_11	15474738	15494375	+	19638	959
TCAL_07855	Chromosome_11	15496653	15499227	-	2575	0
TCAL_08602	Chromosome_11	3527775	3529467	-	1693	16
TCAL_08603	Chromosome_11	3510927	3513283	+	2357	0
TCAL_08601	Chromosome_11	3534465	3537464	-	3000	53
TCAL_08606	Chromosome_11	3468623	3474811	-	6189	2
TCAL_08607	Chromosome_11	3462336	3464204	-	1869	4
TCAL_08604	Chromosome_11	3503503	3506883	+	3381	0
TCAL_08605	Chromosome_11	3478061	3479092	+	1032	98
TCAL_08608	Chromosome_11	3453613	3456069	-	2457	0
TCAL_08609	Chromosome_11	3448871	3451227	-	2357	0
TCAL_09314	Chromosome_11	13763819	13769888	-	6070	55
TCAL_09312	Chromosome_11	13748615	13766925	+	18311	206
TCAL_12761	Chromosome_11	9007812	9017118	-	9307	23
TCAL_12766	Chromosome_11	8927280	8930511	-	3232	152
TCAL_12767	Chromosome_11	8922965	8930827	+	7863	81
TCAL_12764	Chromosome_11	8938114	8938866	+	753	27
TCAL_12765	Chromosome_11	8932547	8935490	-	2944	324
TCAL_12768	Chromosome_11	8907817	8912713	-	4897	89
TCAL_13493	Chromosome_11	7963616	7966086	-	2471	1140
TCAL_13495	Chromosome_11	7957663	7958907	-	1245	68
TCAL_13494	Chromosome_11	7959382	7960285	+	904	78
TCAL_12154	Chromosome_11	1883116	1883859	-	744	0
TCAL_12150	Chromosome_11	1920409	1922152	-	1744	3
TCAL_12153	Chromosome_11	1885897	1892088	-	6192	5
TCAL_12152	Chromosome_11	1909149	1918671	-	9523	144
TCAL_16704	Chromosome_11	3481405	3482958	+	1554	0
TCAL_16705	Chromosome_11	3526570	3527520	+	951	1
TCAL_16706	Chromosome_11	3537782	3539185	-	1404	2
TCAL_16707	Chromosome_11	3744634	3748590	-	3957	6
TCAL_16700	Chromosome_11	2970999	2972177	-	1179	0
TCAL_16701	Chromosome_11	3133308	3149342	-	16035	6
TCAL_16702	Chromosome_11	3231014	3237520	+	6507	0
TCAL_16703	Chromosome_11	3255534	3256829	-	1296	2
TCAL_16708	Chromosome_11	4279902	4281320	+	1419	0
TCAL_16709	Chromosome_11	4364740	4366488	-	1749	326
TCAL_17387	Chromosome_11	3818248	3819668	-	1421	3
TCAL_05009	Chromosome_11	3728932	3730353	-	1422	1
TCAL_14429	Chromosome_11	761087	763339	-	2253	1
TCAL_14427	Chromosome_11	6742085	6743500	+	1416	2
TCAL_14426	Chromosome_11	6776157	6777008	-	852	2376
TCAL_06476	Chromosome_11	9151311	9153216	+	1906	0
TCAL_17396	Chromosome_11	9154196	9155176	+	981	3
TCAL_13610	Chromosome_11	5254335	5257204	+	2870	128
TCAL_06626	Chromosome_11	11283729	11287832	-	4104	3132
TCAL_06627	Chromosome_11	11217216	11221133	+	3918	50
TCAL_06624	Chromosome_11	11290223	11291117	-	895	13505
TCAL_06625	Chromosome_11	11288600	11289775	-	1176	14
TCAL_06622	Chromosome_11	11332644	11336237	-	3594	6
TCAL_06623	Chromosome_11	11298116	11307514	-	9399	194
TCAL_06620	Chromosome_11	11341785	11346690	-	4906	263
TCAL_06621	Chromosome_11	11338045	11341364	+	3320	518
TCAL_06628	Chromosome_11	11179468	11185058	+	5591	12
TCAL_06629	Chromosome_11	11176993	11177730	+	738	0
TCAL_06482	Chromosome_11	9111247	9115713	+	4467	161
TCAL_06483	Chromosome_11	9102042	9102613	-	572	148
TCAL_06481	Chromosome_11	9131372	9132288	+	917	0
TCAL_06486	Chromosome_11	9084122	9085524	+	1403	289
TCAL_06487	Chromosome_11	9048016	9051696	+	3681	23
TCAL_06484	Chromosome_11	9099582	9109527	+	9946	1090
TCAL_06488	Chromosome_11	9042282	9043358	-	1077	0
TCAL_13885	Chromosome_11	6710636	6719211	-	8576	376
TCAL_17461	Chromosome_11	6690490	6692272	-	1783	0
TCAL_10575	Chromosome_11	112076	113593	-	1518	59
TCAL_10574	Chromosome_11	102280	109052	+	6773	4
TCAL_10577	Chromosome_11	117646	119761	-	2116	19
TCAL_10576	Chromosome_11	114852	117517	-	2666	130
TCAL_10570	Chromosome_11	53563	69170	+	15608	4
TCAL_10573	Chromosome_11	84061	96797	-	12737	6
TCAL_10578	Chromosome_11	124840	126670	+	1831	907
TCAL_04251	Chromosome_11	7073450	7074289	-	840	12
TCAL_09454	Chromosome_11	11506765	11507922	-	1158	0
TCAL_09455	Chromosome_11	11508331	11514267	-	5937	360
TCAL_09456	Chromosome_11	11514460	11521841	+	7382	8
TCAL_09457	Chromosome_11	11527834	11528959	+	1126	8
TCAL_09453	Chromosome_11	11503287	11505913	-	2627	277
TCAL_09458	Chromosome_11	11528829	11530257	-	1429	3
TCAL_09459	Chromosome_11	11554046	11555458	-	1413	1
TCAL_04228	Chromosome_11	6773939	6775799	-	1861	36
TCAL_04229	Chromosome_11	6777063	6780572	-	3510	24
TCAL_10412	Chromosome_11	14564282	14567487	-	3206	470
TCAL_10410	Chromosome_11	14586693	14587943	-	1251	3
TCAL_10411	Chromosome_11	14573668	14575932	+	2265	2
TCAL_16722	Chromosome_11	7999622	8007282	-	7661	34
TCAL_16723	Chromosome_11	8077790	8078400	+	611	1
TCAL_16720	Chromosome_11	6238288	6242538	-	4251	4
TCAL_16721	Chromosome_11	793233	793544	-	312	0
TCAL_16726	Chromosome_11	8493673	8495762	-	2090	35
TCAL_16727	Chromosome_11	9356421	9367805	+	11385	15
TCAL_16724	Chromosome_11	8198135	8217398	-	19264	249
TCAL_16725	Chromosome_11	8491987	8493221	+	1235	173
TCAL_15392	Chromosome_11	8477038	8483048	+	6011	25
TCAL_15390	Chromosome_11	836812	838043	+	1232	829
TCAL_15391	Chromosome_11	8480361	8482134	-	1774	0
TCAL_15395	Chromosome_11	8686740	8687122	+	383	0
TCAL_14405	Chromosome_11	2998436	3000815	+	2380	0
TCAL_14404	Chromosome_11	2914085	2915965	+	1881	0
TCAL_14407	Chromosome_11	3326701	3328984	+	2284	135
TCAL_14406	Chromosome_11	3209141	3210512	+	1372	0
TCAL_14401	Chromosome_11	2451568	2455152	+	3585	0
TCAL_14400	Chromosome_11	2391147	2391497	+	351	0
TCAL_14403	Chromosome_11	2750924	2751589	+	666	0
TCAL_14402	Chromosome_11	2533232	2536340	+	3109	0
TCAL_14409	Chromosome_11	3438089	3438412	+	324	0
TCAL_14408	Chromosome_11	3364213	3366860	+	2648	2
TCAL_12850	Chromosome_11	8521075	8536718	-	15644	156
TCAL_12853	Chromosome_11	15215469	15218541	+	3073	374
TCAL_12854	Chromosome_11	15300909	15301871	+	963	9
TCAL_12856	Chromosome_11	15189257	15195692	-	6436	126
TCAL_12857	Chromosome_11	15174310	15175928	-	1619	0
TCAL_12858	Chromosome_11	15169345	15173211	-	3867	914
TCAL_13453	Chromosome_11	2746035	2747700	+	1666	108
TCAL_09472	Chromosome_11	11672909	11674375	+	1467	0
TCAL_09473	Chromosome_11	11682249	11683520	-	1272	7
TCAL_09470	Chromosome_11	11646826	11652291	-	5466	286
TCAL_09471	Chromosome_11	11669084	11670803	-	1720	21
TCAL_09476	Chromosome_11	14891495	14893425	+	1931	155
TCAL_09477	Chromosome_11	14878505	14889995	+	11491	262
TCAL_09474	Chromosome_11	11686232	11698260	+	12029	323
TCAL_09475	Chromosome_11	14894024	14895075	-	1052	2
TCAL_09478	Chromosome_11	14876018	14877274	+	1257	16
TCAL_09479	Chromosome_11	14865398	14871096	-	5699	1722
TCAL_09780	Chromosome_11	10978859	10984990	+	6132	112
TCAL_09781	Chromosome_11	10986063	10990904	+	4842	311
TCAL_09783	Chromosome_11	10996532	10999091	+	2560	647
TCAL_09784	Chromosome_11	11015469	11025374	-	9906	164
TCAL_15297	Chromosome_11	3074039	3074902	-	864	0
TCAL_15296	Chromosome_11	2684422	2686861	-	2440	901
TCAL_15295	Chromosome_11	2233833	2238595	+	4763	62
TCAL_15294	Chromosome_11	15218188	15226618	-	8431	1
TCAL_15293	Chromosome_11	15196290	15207330	-	11041	127
TCAL_15292	Chromosome_11	15114535	15124222	-	9688	0
TCAL_15291	Chromosome_11	1493992	1503579	-	9588	3
TCAL_15290	Chromosome_11	1485102	1490138	-	5037	6
TCAL_15299	Chromosome_11	3441878	3444391	-	2514	0
TCAL_15298	Chromosome_11	3086266	3094493	-	8228	162
TCAL_12446	Chromosome_11	12644775	12645641	+	867	947
TCAL_12444	Chromosome_11	12618966	12620036	+	1071	0
TCAL_12443	Chromosome_11	12563812	12575110	-	11299	3
TCAL_12442	Chromosome_11	12528122	12556307	+	28186	98
TCAL_06789	Chromosome_11	10636578	10637933	+	1356	45
TCAL_06788	Chromosome_11	10639700	10647470	+	7771	181
TCAL_17407	Chromosome_11	3366531	3367681	-	1151	0
TCAL_09317	Chromosome_11	13795999	13797778	-	1780	0
TCAL_09316	Chromosome_11	13773275	13774263	+	989	178
TCAL_09315	Chromosome_11	13770435	13779408	-	8974	83
TCAL_09313	Chromosome_11	13755481	13756838	-	1358	0
TCAL_09311	Chromosome_11	13736114	13737095	-	982	0
TCAL_09310	Chromosome_11	13731688	13732329	-	642	137
TCAL_09318	Chromosome_11	13816843	13866658	+	49816	38
TCAL_13475	Chromosome_11	1989013	1991941	+	2929	884
TCAL_13477	Chromosome_11	1999182	2000634	-	1453	130
TCAL_13476	Chromosome_11	1993170	1999150	+	5981	103
TCAL_15338	Chromosome_11	11724670	11739505	-	14836	7
TCAL_15339	Chromosome_11	1186381	1190384	-	4004	0
TCAL_15334	Chromosome_11	10548563	10549441	-	879	148
TCAL_15335	Chromosome_11	10776113	10786782	-	10670	6
TCAL_15336	Chromosome_11	11125924	11129171	-	3248	1
TCAL_15337	Chromosome_11	11426999	11427600	-	602	17
TCAL_15330	Chromosome_11	9840489	9841233	+	745	48
TCAL_15331	Chromosome_11	9858523	9858895	-	373	0
TCAL_15332	Chromosome_11	9879679	9883406	-	3728	13
TCAL_15333	Chromosome_11	10074858	10078558	+	3701	5
TCAL_07578	Chromosome_11	5700432	5701052	+	621	19
TCAL_07571	Chromosome_11	5623239	5626754	+	3516	308
TCAL_07570	Chromosome_11	5600117	5602686	-	2570	395
TCAL_07573	Chromosome_11	5634615	5636963	-	2349	173
TCAL_07572	Chromosome_11	5629697	5634453	-	4757	352
TCAL_07575	Chromosome_11	5649428	5651651	-	2224	4
TCAL_07574	Chromosome_11	5644302	5649327	+	5026	702
TCAL_07577	Chromosome_11	5695863	5696463	-	601	241
TCAL_16685	Chromosome_11	14602490	14608175	-	5686	0
TCAL_16684	Chromosome_11	14600384	14602387	-	2004	0
TCAL_16687	Chromosome_11	15003754	15011444	-	7691	16
TCAL_16686	Chromosome_11	1527069	1544854	-	17786	0
TCAL_16681	Chromosome_11	14121380	14126342	+	4963	0
TCAL_16680	Chromosome_11	14118987	14120314	+	1328	0
TCAL_16683	Chromosome_11	14463925	14472395	+	8471	5
TCAL_16682	Chromosome_11	14268725	14270199	-	1475	34
TCAL_16689	Chromosome_11	14979427	14997601	+	18175	237
TCAL_16688	Chromosome_11	15014776	15043348	-	28573	20
TCAL_06222	Chromosome_11	14046266	14048206	+	1941	0
TCAL_06223	Chromosome_11	14049615	14059181	+	9567	5
TCAL_06224	Chromosome_11	14072613	14087763	+	15151	1
TCAL_06225	Chromosome_11	14099167	14118936	+	19770	11
TCAL_11218	Chromosome_11	8301113	8303818	+	2706	3
TCAL_04268	Chromosome_11	7213814	7238468	+	24655	261
TCAL_04269	Chromosome_11	7244098	7246917	+	2820	1
TCAL_04261	Chromosome_11	7144484	7152974	-	8491	335
TCAL_04262	Chromosome_11	7157104	7157910	-	807	2
TCAL_04263	Chromosome_11	7161338	7175084	+	13747	35
TCAL_04265	Chromosome_11	7185282	7188142	+	2861	9
TCAL_04266	Chromosome_11	7193699	7200754	-	7056	69
TCAL_04267	Chromosome_11	7209179	7211019	-	1841	364
TCAL_12689	Chromosome_11	13904419	13913313	+	8895	1153
TCAL_12688	Chromosome_11	13916983	13921793	+	4811	100
TCAL_06766	Chromosome_11	12741255	12742229	+	975	2
TCAL_06765	Chromosome_11	12741005	12748043	-	7039	530
TCAL_06764	Chromosome_11	12749274	12752350	-	3077	288
TCAL_06763	Chromosome_11	12753719	12757675	+	3957	421
TCAL_06762	Chromosome_11	12755133	12761584	-	6452	411
TCAL_06761	Chromosome_11	12770248	12771886	-	1639	542
TCAL_06760	Chromosome_11	12774814	12782436	+	7623	373
TCAL_13220	Chromosome_11	14281335	14281624	+	290	0
TCAL_13221	Chromosome_11	14249355	14257032	+	7678	280
TCAL_01751	Chromosome_11	9395932	9397945	+	2014	340
TCAL_01750	Chromosome_11	9398028	9400412	-	2385	8
TCAL_14449	Chromosome_11	9868608	9869252	-	645	22
TCAL_14448	Chromosome_11	9518859	9521420	+	2562	472
TCAL_14441	Chromosome_11	8661125	8662439	+	1315	6
TCAL_14440	Chromosome_11	8499372	8500718	-	1347	0
TCAL_14443	Chromosome_11	8688787	8689251	+	465	0
TCAL_14442	Chromosome_11	8605586	8606583	-	998	56
TCAL_14445	Chromosome_11	8719613	8723058	-	3446	72
TCAL_14444	Chromosome_11	8694508	8697710	+	3203	17
TCAL_14447	Chromosome_11	9436877	9438103	-	1227	4
TCAL_14446	Chromosome_11	9182955	9183473	-	519	0
TCAL_15318	Chromosome_11	6795786	6800268	-	4483	1514
TCAL_15319	Chromosome_11	7288385	7291048	-	2664	0
TCAL_15312	Chromosome_11	5517524	5519982	-	2459	1
TCAL_15313	Chromosome_11	5615060	5617749	+	2690	0
TCAL_15310	Chromosome_11	5202954	5208049	+	5096	1
TCAL_15311	Chromosome_11	5194591	5197180	-	2590	5
TCAL_15316	Chromosome_11	6201673	6202410	+	738	2290
TCAL_15317	Chromosome_11	6275441	6277781	+	2341	755
TCAL_15315	Chromosome_11	6171398	6172071	-	674	9
TCAL_04246	Chromosome_11	7047542	7048771	-	1230	6
TCAL_04247	Chromosome_11	7049900	7051093	-	1194	12
TCAL_04244	Chromosome_11	7037423	7043208	+	5786	896
TCAL_04245	Chromosome_11	7043510	7044655	-	1146	0
TCAL_04243	Chromosome_11	7033791	7034420	-	630	133
TCAL_04240	Chromosome_11	7027465	7029105	+	1641	0
TCAL_04248	Chromosome_11	7053320	7055417	+	2098	36
TCAL_04249	Chromosome_11	7062862	7063723	+	862	0
TCAL_10406	Chromosome_11	14641619	14644780	+	3162	244
TCAL_08962	Chromosome_11	15013468	15014146	-	679	0
TCAL_08961	Chromosome_11	15043676	15050937	-	7262	2
TCAL_08960	Chromosome_11	15064439	15069117	+	4679	353
TCAL_08967	Chromosome_11	14953641	14957527	-	3887	508
TCAL_08966	Chromosome_11	14958085	14969263	-	11179	352
TCAL_08964	Chromosome_11	14997578	14998489	-	912	3339
TCAL_08969	Chromosome_11	14935189	14940796	-	5608	875
TCAL_08968	Chromosome_11	14947647	14952911	+	5265	255
TCAL_13752	Chromosome_11	2518173	2522254	-	4082	30
TCAL_06749	Chromosome_11	12885796	12886649	+	854	125
TCAL_06748	Chromosome_11	12905609	12908772	+	3164	79
TCAL_06744	Chromosome_11	12993892	13000883	-	6992	526
TCAL_06747	Chromosome_11	12925263	12926872	-	1610	61
TCAL_06746	Chromosome_11	12940045	12943525	-	3481	319
TCAL_06741	Chromosome_11	13023853	13033376	+	9524	5
TCAL_06742	Chromosome_11	13021954	13026798	-	4845	0
TCAL_04237	Chromosome_11	6987409	6994086	-	6678	0
TCAL_04236	Chromosome_11	6958599	6977209	+	18611	4
TCAL_13927	Chromosome_11	15525951	15527129	-	1179	0
TCAL_13437	Chromosome_11	1844819	1847605	-	2787	244
TCAL_13436	Chromosome_11	1855149	1857054	+	1906	37
TCAL_13438	Chromosome_11	1842342	1843246	-	905	279
TCAL_15370	Chromosome_11	4425913	4426969	-	1057	3
TCAL_15371	Chromosome_11	4624422	4625314	-	893	0
TCAL_15372	Chromosome_11	4683306	4683878	-	573	0
TCAL_15373	Chromosome_11	4742893	4752978	+	10086	8
TCAL_11693	Chromosome_11	8451705	8458492	+	6788	602
TCAL_15375	Chromosome_11	4931378	4931703	+	326	0
TCAL_15376	Chromosome_11	525641	532084	+	6444	1
TCAL_11690	Chromosome_11	8466099	8474599	+	8501	82
TCAL_15378	Chromosome_11	5029176	5029851	-	676	0
TCAL_15379	Chromosome_11	5270880	5275032	+	4153	5
TCAL_12342	Chromosome_11	4596308	4597032	-	725	4159
TCAL_12344	Chromosome_11	4617646	4619778	-	2133	10962
TCAL_12345	Chromosome_11	4631919	4632333	+	415	0
TCAL_10647	Chromosome_11	11838154	11845227	-	7074	600
TCAL_10646	Chromosome_11	11848902	11851309	+	2408	144
TCAL_10645	Chromosome_11	11859850	11864733	-	4884	114
TCAL_10644	Chromosome_11	11870634	11872056	-	1423	18
TCAL_10649	Chromosome_11	11834021	11836455	+	2435	146
TCAL_10648	Chromosome_11	11837683	11838330	+	648	76
TCAL_08769	Chromosome_11	6584538	6585646	-	1109	0
TCAL_08768	Chromosome_11	6539300	6541230	+	1931	1722
TCAL_08765	Chromosome_11	6521674	6527218	-	5545	1309
TCAL_08764	Chromosome_11	6518616	6521651	+	3036	1
TCAL_08767	Chromosome_11	6533477	6535585	+	2109	381
TCAL_08766	Chromosome_11	6529518	6533478	-	3961	372
TCAL_08761	Chromosome_11	6483089	6516682	+	33594	288
TCAL_08763	Chromosome_11	6512445	6516588	-	4144	143
TCAL_08762	Chromosome_11	6494208	6496991	-	2784	10
TCAL_12649	Chromosome_11	14413434	14417886	-	4453	274
TCAL_12648	Chromosome_11	14419396	14420657	+	1262	201
TCAL_12421	Chromosome_11	2286808	2293460	+	6653	570
TCAL_12420	Chromosome_11	2358900	2359211	+	312	1015
TCAL_12422	Chromosome_11	2260103	2268548	-	8446	21
TCAL_06899	Chromosome_11	4242834	4246504	-	3671	1580
TCAL_06898	Chromosome_11	4248933	4250257	-	1325	100
TCAL_06891	Chromosome_11	4369175	4370625	+	1451	641
TCAL_06890	Chromosome_11	4370628	4376209	-	5582	402
TCAL_06893	Chromosome_11	4344526	4346022	-	1497	765
TCAL_06892	Chromosome_11	4358630	4366688	+	8059	348
TCAL_06895	Chromosome_11	4321478	4322167	-	690	0
TCAL_06894	Chromosome_11	4325811	4337436	+	11626	32
TCAL_06897	Chromosome_11	4291220	4294618	+	3399	25
TCAL_06896	Chromosome_11	4295555	4304396	+	8842	664
TCAL_01719	Chromosome_11	9653101	9659239	-	6139	398
TCAL_01718	Chromosome_11	9659603	9664279	-	4677	925
TCAL_01712	Chromosome_11	9773091	9776653	-	3563	170
TCAL_01711	Chromosome_11	9778961	9782581	+	3621	187
TCAL_01710	Chromosome_11	9783547	9786834	+	3288	5289
TCAL_01717	Chromosome_11	9665684	9666529	-	846	1980
TCAL_01716	Chromosome_11	9689281	9695483	+	6203	40
TCAL_01715	Chromosome_11	9696277	9697430	+	1154	559
TCAL_01714	Chromosome_11	9698941	9700281	+	1341	1859
TCAL_05018	Chromosome_11	3983444	3987140	+	3697	300
TCAL_05011	Chromosome_11	3849652	3850144	-	493	198
TCAL_05012	Chromosome_11	3878100	3880440	-	2341	0
TCAL_05013	Chromosome_11	3891177	3893256	-	2080	16
TCAL_05014	Chromosome_11	3895217	3906407	-	11191	3
TCAL_05015	Chromosome_11	3934015	3965792	-	31778	86
TCAL_05016	Chromosome_11	3973312	3974377	+	1066	966
TCAL_05017	Chromosome_11	3979565	3981877	-	2313	191
TCAL_14373	Chromosome_11	10018490	10019309	-	820	26
TCAL_14372	Chromosome_11	109433	111525	-	2093	2
TCAL_14377	Chromosome_11	11460020	11461294	-	1275	10
TCAL_14376	Chromosome_11	11240907	11241683	+	777	0
TCAL_14375	Chromosome_11	11186610	11187068	-	459	6
TCAL_14374	Chromosome_11	10099320	10100111	-	792	53
TCAL_14379	Chromosome_11	12248876	12249739	+	864	226
TCAL_14378	Chromosome_11	11674834	11675743	-	910	0
TCAL_15358	Chromosome_11	1764625	1767249	+	2625	30
TCAL_15359	Chromosome_11	242730	254055	-	11326	155
TCAL_15356	Chromosome_11	15721354	15722068	-	715	0
TCAL_15357	Chromosome_11	1658802	1662818	+	4017	60
TCAL_15354	Chromosome_11	15202116	15206555	+	4440	25
TCAL_15355	Chromosome_11	15515049	15518799	-	3751	26
TCAL_15352	Chromosome_11	1541089	1545846	+	4758	0
TCAL_15353	Chromosome_11	1546507	1546937	-	431	0
TCAL_15350	Chromosome_11	14938253	14939095	+	843	0
TCAL_15351	Chromosome_11	14923372	14925458	-	2087	0
TCAL_17436	Chromosome_11	4689008	4689717	-	710	7
TCAL_14420	Chromosome_11	5088478	5088834	+	357	0
TCAL_12220	Chromosome_11	12411500	12413532	-	2033	326
TCAL_06289	Chromosome_11	7910532	7912702	-	2171	33
TCAL_10660	Chromosome_11	11709456	11716971	-	7516	457
TCAL_12415	Chromosome_11	2372215	2372763	-	549	0
TCAL_11889	Chromosome_11	10654638	10657549	+	2912	1010
TCAL_15314	Chromosome_11	6111322	6113049	+	1728	1289
TCAL_10848	Chromosome_11	8613033	8616771	-	3739	18
TCAL_10845	Chromosome_11	8589898	8606990	+	17093	1100
TCAL_10847	Chromosome_11	8612395	8616375	+	3981	1390
TCAL_10846	Chromosome_11	8608291	8611107	+	2817	224
TCAL_13570	Chromosome_11	1778660	1779338	+	679	704
TCAL_13571	Chromosome_11	1774190	1778206	+	4017	7
TCAL_13572	Chromosome_11	1760800	1763051	-	2252	1
TCAL_01731	Chromosome_11	9559406	9563852	+	4447	5
TCAL_01730	Chromosome_11	9577643	9586489	+	8847	42
TCAL_01733	Chromosome_11	9524382	9527485	-	3104	773
TCAL_01732	Chromosome_11	9533749	9536529	+	2781	332
