SeqName,Description
TCAL_13111-PA,Similar to Taf2 Transcription initiation factor TFIID subunit 2 (Drosophila melanogaster)
TCAL_03546-PA,Similar to Taf7 Transcription initiation factor TFIID subunit 7 (Drosophila melanogaster)
TCAL_10575-PA,Similar to TCP11L1 T-complex protein 11-like protein 1 (Homo sapiens)
TCAL_11894-PA,Similar to TCTEX1D2 Tctex1 domain-containing protein 2 (Homo sapiens)
TCAL_09688-PA,Similar to Tgfbi Transforming growth factor-beta-induced protein ig-h3 (Mus musculus)
TCAL_04559-PA,Similar to THA2 Probable low-specificity L-threonine aldolase 2 (Arabidopsis thaliana)
TCAL_01106-PA,Similar to Thada Thyroid adenoma-associated protein homolog (Mus musculus)
TCAL_05436-PA,Similar to THUMPD3 THUMP domain-containing protein 3 (Bos taurus)
TCAL_16282-PA,Similar to TIPIN TIMELESS-interacting protein (Bos taurus)
TCAL_05128-PA,"Similar to TK2 Thymidine kinase 2, mitochondrial (Homo sapiens)"
TCAL_10024-PA,Similar to TMEM132E Transmembrane protein 132E (Homo sapiens)
TCAL_06238-PA,Similar to tmem45b Transmembrane protein 45B (Xenopus laevis)
TCAL_07602-PA,Similar to TMEM64 Transmembrane protein 64 (Homo sapiens)
TCAL_01114-PA,Similar to tmub1 Transmembrane and ubiquitin-like domain-containing protein 1 (Xenopus laevis)
TCAL_01450-PA,Similar to TNPO3 Transportin-3 (Homo sapiens)
TCAL_03413-PA,Similar to Tprkb EKC/KEOPS complex subunit Tprkb (Mus musculus)
TCAL_06396-PA,Similar to trappc13 Trafficking protein particle complex subunit 13 (Danio rerio)
TCAL_06329-PA,Similar to TRMT13 tRNA:m(4)X modification enzyme TRM13 homolog (Homo sapiens)
TCAL_02096-PA,Similar to TSN Translin (Gallus gallus)
TCAL_04831-PA,Similar to UBXN7 UBX domain-containing protein 7 (Pongo abelii)
TCAL_00435-PA,Similar to UNC50 Protein unc-50 homolog (Bos taurus)
TCAL_06054-PA,Similar to Upp2 Uridine phosphorylase 2 (Mus musculus)
TCAL_00449-PA,Similar to USF2 Upstream stimulatory factor 2 (Homo sapiens)
TCAL_14298-PA,Similar to UTP23 rRNA-processing protein UTP23 homolog (Bos taurus)
TCAL_11079-PA,"Similar to v1g172254 L-2-hydroxyglutarate dehydrogenase, mitochondrial (Nematostella vectensis)"
TCAL_06033-PA,Similar to Vmp1 Vacuole membrane protein 1 (Rattus norvegicus)
TCAL_14588-PA,Similar to Vps28 Vacuolar protein sorting-associated protein 28 homolog (Drosophila melanogaster)
TCAL_00004-PA,Similar to VPS33B Vacuolar protein sorting-associated protein 33B (Homo sapiens)
TCAL_06255-PA,Similar to wol Dolichyl-phosphate beta-glucosyltransferase (Drosophila melanogaster)
TCAL_00682-PA,Similar to wscd1 WSC domain-containing protein 1 (Xenopus tropicalis)
TCAL_11299-PA,Similar to XPO5 Exportin-5 (Homo sapiens)
TCAL_08715-PA,Similar to YOD1 Ubiquitin thioesterase OTU1 (Gallus gallus)
TCAL_04500-PA,Similar to Zyg11b Protein zyg-11 homolog B (Mus musculus)
TCAL_10455-PA,Similar to 6-hydroxy-D-nicotine oxidase (Pseudarthrobacter oxydans)
TCAL_06304-PA,Similar to ACER3 Alkaline ceramidase 3 (Homo sapiens)
TCAL_09405-PA,Similar to ADK Adenosine kinase (Physcomitrella patens subsp. patens)
TCAL_05844-PA,Similar to ALG14 UDP-N-acetylglucosamine transferase subunit ALG14 homolog (Homo sapiens)
TCAL_09710-PA,Similar to amt-1 Putative ammonium transporter 1 (Caenorhabditis elegans)
TCAL_13824-PA,Similar to APX1 Putative ascorbate peroxidase (Hydra viridissima)
TCAL_13563-PA,Similar to ARHGEF16 Rho guanine nucleotide exchange factor 16 (Homo sapiens)
TCAL_02391-PA,Similar to Armc10 Armadillo repeat-containing protein 10 (Mus musculus)
TCAL_10513-PA,Similar to Banf1 Barrier-to-autointegration factor (Rattus norvegicus)
TCAL_15506-PA,Similar to Bcl7c B-cell CLL/lymphoma 7 protein family member C (Mus musculus)
TCAL_04127-PA,Similar to btbd6 BTB/POZ domain-containing protein 6 (Xenopus tropicalis)
TCAL_05901-PA,Similar to Cals Calsyntenin-1 (Drosophila melanogaster)
TCAL_03658-PA,Similar to CDIP1 Cell death-inducing p53-target protein 1 (Homo sapiens)
TCAL_10598-PA,Similar to Cfap20 Cilia- and flagella-associated protein 20 (Mus musculus)
TCAL_01865-PA,Similar to CG11583 Ribosome biogenesis protein BRX1 homolog (Drosophila melanogaster)
TCAL_08627-PA,Similar to CG13604 Protein UBASH3A homolog (Drosophila melanogaster)
TCAL_01570-PA,Similar to CG1969 Probable glucosamine 6-phosphate N-acetyltransferase (Drosophila melanogaster)
TCAL_13930-PA,Similar to CG5902 Uncharacterized protein CG5902 (Drosophila melanogaster)
TCAL_05833-PA,Similar to CG7990 Post-GPI attachment to proteins factor 2-like (Drosophila melanogaster)
TCAL_00866-PA,Similar to Cops7a COP9 signalosome complex subunit 7a (Mus musculus)
TCAL_03740-PA,"Similar to cps-6 Endonuclease G, mitochondrial (Caenorhabditis elegans)"
TCAL_05218-PA,Similar to creld2 Cysteine-rich with EGF-like domain protein 2 (Danio rerio)
TCAL_00088-PA,Similar to Cux1 Protein CASP (Mus musculus)
TCAL_12924-PA,Similar to DCAF12 DDB1- and CUL4-associated factor 12 (Homo sapiens)
TCAL_11279-PA,Similar to DCTN5 Dynactin subunit 5 (Homo sapiens)
TCAL_06505-PA,Similar to Ddit4l DNA damage-inducible transcript 4-like protein (Rattus norvegicus)
TCAL_14407-PA,Similar to dnaJ Chaperone protein DnaJ (Ureaplasma parvum serovar 3 (strain ATCC 700970))
TCAL_11440-PA,Similar to Dolpp1 Dolichyldiphosphatase 1 (Mus musculus)
TCAL_08685-PA,Similar to dtwd1 DTW domain-containing protein 1 (Xenopus laevis)
TCAL_10214-PA,Similar to dtx1 E3 ubiquitin-protein ligase DTX1 (Xenopus laevis)
TCAL_14047-PA,Similar to dut Deoxyuridine 5'-triphosphate nucleotidohydrolase (Neorickettsia sennetsu (strain ATCC VR-367 / Miyayama))
TCAL_12221-PA,Similar to dx Protein deltex (Drosophila melanogaster)
TCAL_13277-PA,Similar to Ehbp1 EH domain-binding protein 1 (Mus musculus)
TCAL_15268-PA,"Similar to EIF1AX Eukaryotic translation initiation factor 1A, X-chromosomal (Pongo abelii)"
TCAL_03651-PA,Similar to ELMO2 Engulfment and cell motility protein 2 (Homo sapiens)
TCAL_13461-PA,Similar to ETNK1 Ethanolamine kinase 1 (Homo sapiens)
TCAL_05132-PA,Similar to folt-1 Folate transporter 1 (Caenorhabditis elegans)
TCAL_13435-PA,Similar to folt-1 Folate transporter 1 (Caenorhabditis elegans)
TCAL_12380-PA,Similar to FR FMRFamide receptor (Drosophila melanogaster)
TCAL_02646-PA,Similar to FRMD8 FERM domain-containing protein 8 (Homo sapiens)
TCAL_01433-PA,Similar to fucU L-fucose mutarotase (Haemophilus somnus (strain 129Pt))
TCAL_02318-PA,Similar to futsch Microtubule-associated protein futsch (Drosophila melanogaster)
TCAL_08098-PA,Similar to Gba Glucosylceramidase (Mus musculus)
TCAL_16337-PA,Similar to GFI1B Zinc finger protein Gfi-1b (Homo sapiens)
TCAL_08025-PA,Similar to GGACT Gamma-glutamylaminecyclotransferase (Homo sapiens)
TCAL_05428-PA,Similar to gpr89 Golgi pH regulator (Salmo salar)
TCAL_02257-PA,Similar to Gps1 COP9 signalosome complex subunit 1 (Mus musculus)
TCAL_06360-PA,Similar to GTF2H5 General transcription factor IIH subunit 5 (Gallus gallus)
TCAL_02042-PA,Similar to GTF3C3 General transcription factor 3C polypeptide 3 (Homo sapiens)
TCAL_05499-PA,Similar to Hem Membrane-associated protein Hem (Drosophila melanogaster)
TCAL_00452-PA,Similar to Hen1 Small RNA 2'-O-methyltransferase (Drosophila melanogaster)
TCAL_11954-PA,Similar to Hmces Embryonic stem cell-specific 5-hydroxymethylcytosine-binding protein (Rattus norvegicus)
TCAL_05262-PA,Similar to hrr1 Helicase required for RNAi-mediated heterochromatin assembly 1 (Schizosaccharomyces pombe (strain 972 / ATCC 24843))
TCAL_12831-PA,Similar to hyi Putative hydroxypyruvate isomerase (Danio rerio)
TCAL_07050-PA,Similar to IPO13 Importin-13 (Homo sapiens)
TCAL_00097-PA,Similar to l(2)34Fc Defense protein l(2)34Fc (Drosophila melanogaster)
TCAL_07715-PA,Similar to mad2l2 Mitotic spindle assembly checkpoint protein MAD2B (Danio rerio)
TCAL_10678-PA,Similar to MAP3K4 Mitogen-activated protein kinase kinase kinase 4 (Homo sapiens)
TCAL_08135-PA,Similar to MAPKAP1 Target of rapamycin complex 2 subunit MAPKAP1 (Gallus gallus)
TCAL_08141-PA,Similar to Mcm3ap Germinal-center associated nuclear protein (Mus musculus)
TCAL_09532-PA,Similar to MCMBP Mini-chromosome maintenance complex-binding protein (Gallus gallus)
TCAL_01596-PA,Similar to med26 Mediator of RNA polymerase II transcription subunit 26 (Danio rerio)
TCAL_11663-PA,Similar to MED27 Mediator of RNA polymerase II transcription subunit 27 (Anopheles gambiae)
TCAL_04600-PA,Similar to mettl13 Methyltransferase-like protein 13 (Xenopus laevis)
TCAL_07846-PA,Similar to Mfsd4b1 Sodium-dependent glucose transporter 1A (Mus musculus)
TCAL_11836-PA,Similar to MGLL Monoglyceride lipase (Homo sapiens)
TCAL_03424-PA,Similar to Mgll Monoglyceride lipase (Mus musculus)
TCAL_15175-PA,Similar to Mgll Monoglyceride lipase (Mus musculus)
TCAL_08015-PA,Similar to Mindy4 Probable ubiquitin carboxyl-terminal hydrolase MINDY-4 (Mus musculus)
TCAL_02734-PA,Similar to MINDY4B Inactive ubiquitin carboxyl-terminal hydrolase MINDY-4B (Homo sapiens)
TCAL_13512-PA,"Similar to MRPL43 39S ribosomal protein L43, mitochondrial (Bos taurus)"
TCAL_06659-PA,Similar to Myt1l Myelin transcription factor 1-like protein (Mus musculus)
TCAL_07102-PA,Similar to ndc80 Kinetochore protein NDC80 homolog (Xenopus tropicalis)
TCAL_09109-PA,"Similar to NDUFA9 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial (Bos taurus)"
TCAL_13980-PA,Similar to NGR_a02000 Putative insertion sequence ATP-binding protein y4pL (Sinorhizobium fredii (strain NBRC 101917 / NGR234))
TCAL_07911-PA,Similar to Nid2 Nidogen-2 (Rattus norvegicus)
TCAL_06117-PA,Similar to noi Splicing factor 3A subunit 3 (Drosophila melanogaster)
TCAL_11006-PA,Similar to nrv2 Sodium/potassium-transporting ATPase subunit beta-2 (Drosophila melanogaster)
TCAL_02876-PA,Similar to Oca2 P protein (Sus scrofa)
TCAL_02536-PA,Similar to odf3 Outer dense fiber protein 3 (Xenopus tropicalis)
TCAL_03601-PA,Similar to ORC2 Origin recognition complex subunit 2 (Homo sapiens)
TCAL_14765-PA,Similar to patl1 Protein PAT1 homolog 1 (Danio rerio)
TCAL_11654-PA,Similar to Perlucin (Haliotis laevigata)
TCAL_00266-PA,Similar to PGAP2 Post-GPI attachment to proteins factor 2 (Drosophila melanogaster)
TCAL_13122-PA,Similar to PLA2G7 Platelet-activating factor acetylhydrolase (Homo sapiens)
TCAL_15295-PA,Similar to PLCXD3 PI-PLC X domain-containing protein 3 (Homo sapiens)
TCAL_08578-PA,Similar to poe Protein purity of essence (Drosophila melanogaster)
TCAL_03250-PA,Similar to PRKAB2 5'-AMP-activated protein kinase subunit beta-2 (Homo sapiens)
TCAL_16478-PA,Similar to PRKAR1A cAMP-dependent protein kinase type I-alpha regulatory subunit (Bos taurus)
TCAL_14277-PA,Similar to Protein BUD31 homolog (Branchiostoma belcheri)
TCAL_06389-PA,Similar to prpf38a Pre-mRNA-splicing factor 38A (Xenopus laevis)
TCAL_08847-PA,Similar to Ptchd3 Patched domain-containing protein 3 (Mus musculus)
TCAL_11088-PA,Similar to Ptgs2 Prostaglandin G/H synthase 2 (Mus musculus)
TCAL_11218-PA,Similar to QPCT Glutaminyl-peptide cyclotransferase (Boiga dendrophila)
TCAL_12403-PA,Similar to Qpct Glutaminyl-peptide cyclotransferase (Mus musculus)
TCAL_01841-PA,Similar to RAD52 DNA repair protein RAD52 homolog (Gallus gallus)
TCAL_04191-PA,Similar to rbck1 RanBP-type and C3HC4-type zinc finger-containing protein 1 (Danio rerio)
TCAL_16369-PA,Similar to Rbks Ribokinase (Mus musculus)
TCAL_00723-PA,Similar to RBM17 Splicing factor 45 (Homo sapiens)
TCAL_02457-PA,Similar to rbm5 RNA-binding protein 5 (Xenopus tropicalis)
TCAL_07150-PA,Similar to rft1 Protein RFT1 homolog (Xenopus tropicalis)
TCAL_00474-PA,Similar to rnf146 E3 ubiquitin-protein ligase rnf146 (Xenopus laevis)
TCAL_02754-PA,Similar to RPRD2 Regulation of nuclear pre-mRNA domain-containing protein 2 (Homo sapiens)
TCAL_17161-PA,Similar to samd4a Protein Smaug homolog 1 (Xenopus tropicalis)
TCAL_13908-PA,Similar to SAMHD1 Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (Gallus gallus)
TCAL_17016-PA,Similar to SASH3 SAM and SH3 domain-containing protein 3 (Bos taurus)
TCAL_08271-PA,Similar to Scyl2 SCY1-like protein 2 (Mus musculus)
TCAL_00432-PA,Similar to Scyl3 Protein-associating with the carboxyl-terminal domain of ezrin (Mus musculus)
TCAL_07742-PA,Similar to Sema5b Semaphorin-5B (Mus musculus)
TCAL_15897-PA,Similar to SESN3 Sestrin-3 (Homo sapiens)
TCAL_12545-PA,Similar to SLC18B1 MFS-type transporter SLC18B1 (Homo sapiens)
TCAL_10434-PA,Similar to slc39a9-a Zinc transporter ZIP9-A (Xenopus laevis)
TCAL_02570-PA,Similar to slc46a1 Proton-coupled folate transporter (Xenopus laevis)
TCAL_15354-PA,Similar to SMOC1 SPARC-related modular calcium-binding protein 1 (Homo sapiens)
TCAL_01558-PA,Similar to SND1 Staphylococcal nuclease domain-containing protein 1 (Pongo abelii)
TCAL_07294-PA,Similar to SNIP1 Smad nuclear-interacting protein 1 (Homo sapiens)
TCAL_07750-PA,Similar to stambpa STAM-binding protein-like A (Danio rerio)
TCAL_07037-PA,Similar to Syn Synapsin (Drosophila melanogaster)
TCAL_09299-PA,Similar to SYPL2 Synaptophysin-like protein 2 (Homo sapiens)
TCAL_03954-PA,Similar to TAF9 Transcription initiation factor TFIID subunit 9 (Homo sapiens)
TCAL_11238-PA,Similar to TANGO6 Transport and Golgi organization protein 6 homolog (Homo sapiens)
TCAL_05944-PA,Similar to Tbcel Tubulin-specific chaperone cofactor E-like protein (Rattus norvegicus)
TCAL_13689-PA,Similar to TCERG1 Transcription elongation regulator 1 (Homo sapiens)
TCAL_16751-PA,Similar to Tet DNA N6-methyl adenine demethylase (Drosophila melanogaster)
TCAL_03595-PA,Similar to Tgfbi Transforming growth factor-beta-induced protein ig-h3 (Mus musculus)
TCAL_09993-PA,Similar to timm23 Mitochondrial import inner membrane translocase subunit Tim23 (Danio rerio)
TCAL_02621-PA,Similar to tio Protein tiptop (Drosophila melanogaster)
TCAL_08877-PA,Similar to tio Protein tiptop (Drosophila melanogaster)
TCAL_01117-PA,Similar to TLDC1 TLD domain-containing protein 1 (Gallus gallus)
TCAL_05740-PA,"Similar to tmem55bb Type I phosphatidylinositol 4,5-bisphosphate 4-phosphatase-B (Danio rerio)"
TCAL_02964-PA,Similar to tmem87a Transmembrane protein 87A (Xenopus tropicalis)
TCAL_11619-PA,Similar to TOLLIP Toll-interacting protein (Homo sapiens)
TCAL_00515-PA,Similar to topbp1-A DNA topoisomerase 2-binding protein 1-A (Xenopus laevis)
TCAL_06848-PA,Similar to Tspan31 Tetraspanin-31 (Mus musculus)
TCAL_06410-PA,Similar to tsr1 Pre-rRNA-processing protein TSR1 homolog (Xenopus laevis)
TCAL_07873-PA,Similar to Unc119b Protein unc-119 homolog B (Mus musculus)
TCAL_06006-PA,Similar to Vapb Vesicle-associated membrane protein-associated protein B (Rattus norvegicus)
TCAL_15102-PA,Similar to VHA14 V-type proton ATPase subunit F (Manduca sexta)
TCAL_07108-PA,Similar to vps51 Vacuolar protein sorting-associated protein 51 homolog (Xenopus tropicalis)
TCAL_04338-PA,Similar to Vti1a Vesicle transport through interaction with t-SNAREs homolog 1A (Mus musculus)
TCAL_13522-PA,Similar to WIPI2 WD repeat domain phosphoinositide-interacting protein 2 (Gallus gallus)
TCAL_01043-PA,Similar to Xpo1 Exportin-1 (Mus musculus)
TCAL_04620-PA,Similar to yif1b-b Protein YIF1B-B (Xenopus laevis)
TCAL_09464-PA,Similar to ZFYVE21 Zinc finger FYVE domain-containing protein 21 (Homo sapiens)
TCAL_13296-PA,Similar to abhd11 Protein ABHD11 (Xenopus laevis)
TCAL_06289-PA,Similar to ADAM10 Disintegrin and metalloproteinase domain-containing protein 10 (Homo sapiens)
TCAL_12695-PA,Similar to Apolipophorins (Locusta migratoria)
TCAL_12696-PA,Similar to Apolipophorins (Locusta migratoria)
TCAL_10036-PA,Similar to ARRDC3 Arrestin domain-containing protein 3 (Bos taurus)
TCAL_08531-PA,Similar to ASAH2 Neutral ceramidase (Homo sapiens)
TCAL_15686-PA,Similar to At4g18465 Probable pre-mRNA-splicing factor ATP-dependent RNA helicase DEAH9 (Arabidopsis thaliana)
TCAL_05796-PA,Similar to Atf1 Cyclic AMP-dependent transcription factor ATF-1 (Mus musculus)
TCAL_13018-PA,Similar to bcdin3d Pre-miRNA 5'-monophosphate methyltransferase (Xenopus laevis)
TCAL_07713-PA,Similar to BMS1 Ribosome biogenesis protein BMS1 homolog (Homo sapiens)
TCAL_15448-PA,Similar to CanA-14F Serine/threonine-protein phosphatase 2B catalytic subunit 3 (Drosophila melanogaster)
TCAL_10238-PA,Similar to CG11007 Thioredoxin-related transmembrane protein 2 homolog (Drosophila melanogaster)
TCAL_11512-PA,Similar to CG11505 La-related protein CG11505 (Drosophila melanogaster)
TCAL_09369-PA,Similar to CG13865 Cytochrome c oxidase assembly factor 7 homolog (Drosophila melanogaster)
TCAL_03623-PA,Similar to CG13926 Protein OPI10 homolog (Drosophila melanogaster)
TCAL_00975-PA,Similar to CG7766 Probable phosphorylase b kinase regulatory subunit alpha (Drosophila melanogaster)
TCAL_01806-PA,Similar to CG8475 Probable phosphorylase b kinase regulatory subunit beta (Drosophila melanogaster)
TCAL_07028-PA,Similar to chst12 Carbohydrate sulfotransferase 12 (Xenopus laevis)
TCAL_08942-PA,Similar to CHST13 Carbohydrate sulfotransferase 13 (Homo sapiens)
TCAL_02931-PA,Similar to COPE Coatomer subunit epsilon (Bos taurus)
TCAL_02864-PA,Similar to Dalrd3 DALR anticodon-binding domain-containing protein 3 (Mus musculus)
TCAL_12925-PA,Similar to Dcaf12 DDB1- and CUL4-associated factor 12 (Mus musculus)
TCAL_00046-PA,Similar to Dctn1 Dynactin subunit 1 (Mus musculus)
TCAL_00898-PA,Similar to desi2 Desumoylating isopeptidase 2 (Danio rerio)
TCAL_13436-PA,Similar to DHCR24 Delta(24)-sterol reductase (Homo sapiens)
TCAL_07609-PA,Similar to Dlc90F Dynein light chain Tctex-type (Drosophila melanogaster)
TCAL_10980-PA,"Similar to DNAH1 Dynein heavy chain 1, axonemal (Homo sapiens)"
TCAL_08161-PA,"Similar to Dnah2 Dynein heavy chain 2, axonemal (Mus musculus)"
TCAL_08593-PA,Similar to dye Nuclear pore complex protein Nup93 (Danio rerio)
TCAL_11122-PA,Similar to Ell RNA polymerase II elongation factor ELL (Mus musculus)
TCAL_10778-PA,Similar to Enhancer of rudimentary homolog (Aedes aegypti)
TCAL_05288-PA,Similar to erlin2 Erlin-2 (Danio rerio)
TCAL_06994-PA,Similar to erlin2 Erlin-2 (Danio rerio)
TCAL_15594-PA,Similar to erlin2 Erlin-2 (Xenopus tropicalis)
TCAL_08349-PA,Similar to erlin2-b Erlin-2-B (Xenopus laevis)
TCAL_14289-PA,Similar to esyt3 Extended synaptotagmin-3 (Xenopus tropicalis)
TCAL_12805-PA,"Similar to Etfdh Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial (Mus musculus)"
TCAL_00431-PA,Similar to Exo70 Exocyst complex component 7 (Drosophila melanogaster)
TCAL_09562-PA,Similar to Eya1 Eyes absent homolog 1 (Mus musculus)
TCAL_06854-PA,Similar to faf2-b FAS-associated factor 2-B (Xenopus laevis)
TCAL_11172-PA,Similar to flower Calcium channel flower (Drosophila ananassae)
TCAL_06987-PA,Similar to FUCA1 Tissue alpha-L-fucosidase (Homo sapiens)
TCAL_15946-PA,Similar to FUT2 Galactoside 2-alpha-L-fucosyltransferase 2 (Pongo pygmaeus)
TCAL_07557-PA,Similar to GA17800 Leishmanolysin-like peptidase (Drosophila pseudoobscura pseudoobscura)
TCAL_07152-PA,Similar to Gapvd1 GTPase-activating protein and VPS9 domain-containing protein 1 (Mus musculus)
TCAL_11608-PA,"Similar to gpp Histone-lysine N-methyltransferase, H3 lysine-79 specific (Drosophila melanogaster)"
TCAL_17051-PA,Similar to GRB14 Growth factor receptor-bound protein 14 (Bos taurus)
TCAL_06597-PA,Similar to HDAC6 Histone deacetylase 6 (Homo sapiens)
TCAL_09908-PA,Similar to Immp1l Mitochondrial inner membrane protease subunit 1 (Mus musculus)
TCAL_03578-PA,Similar to Ints3 Integrator complex subunit 3 (Mus musculus)
TCAL_10241-PA,Similar to Invadolysin Leishmanolysin-like peptidase (Drosophila melanogaster)
TCAL_02580-PA,Similar to IQGAP1 Ras GTPase-activating-like protein IQGAP1 (Homo sapiens)
TCAL_13080-PA,Similar to Ivns1abp Influenza virus NS1A-binding protein homolog (Mus musculus)
TCAL_05679-PA,Similar to KDM3A Lysine-specific demethylase 3A (Homo sapiens)
